employee_number,age,department,job_role,job_level,business_travel,overtime,marital_status,gender,monthly_income,years_at_company,tenure_band,income_quartile,job_satisfaction_label,attrition_flag,replacement_cost,replacement_cost_pct_salary
733,27,Engineering,Platform / DevOps Lead,3,Travel_Frequently,false,Divorced,Male,8793.0,9,7-10 yrs,Q4 (highest),1 Low,0,71223.3,0.675
734,41,Human Resources,Manager,5,Travel_Rarely,false,Married,Male,19189.0,22,10+ yrs,Q4 (highest),3 High,0,203403.40000000002,0.8833333333333334
738,50,Sales,Sales Representative,1,Travel_Rarely,false,Married,Male,3875.0,2,2-3 yrs,Q2,2 Medium,0,25575.0,0.55
741,28,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Female,2216.0,7,7-10 yrs,Q1 (lowest),2 Medium,1,14625.6,0.55
742,36,Engineering,Engineering Director,3,Non-Travel,false,Married,Female,11713.0,8,7-10 yrs,Q4 (highest),1 Low,0,94875.3,0.675
743,38,Engineering,Platform / DevOps Lead,3,Travel_Rarely,true,Single,Female,7861.0,1,0-1 yr,Q3,3 High,0,63674.100000000006,0.675
744,44,Engineering,QA / Support Engineer,1,Non-Travel,false,Single,Male,3708.0,5,4-6 yrs,Q2,3 High,0,24472.800000000003,0.55
746,47,Sales,Sales Executive,4,Travel_Frequently,true,Divorced,Female,13770.0,22,10+ yrs,Q4 (highest),3 High,0,132192.0,0.8
747,30,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,5304.0,8,7-10 yrs,Q3,4 Very High,0,37658.4,0.5916666666666667
749,29,Sales,Sales Representative,1,Travel_Rarely,false,Single,Male,2642.0,1,0-1 yr,Q1 (lowest),3 High,0,17437.2,0.55
752,42,Engineering,Software Engineer,1,Travel_Frequently,true,Divorced,Male,2759.0,2,2-3 yrs,Q1 (lowest),3 High,1,18209.4,0.55
754,43,Sales,Sales Executive,2,Travel_Frequently,false,Married,Male,6804.0,2,2-3 yrs,Q3,4 Very High,0,48308.4,0.5916666666666667
757,34,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Female,6142.0,5,4-6 yrs,Q3,3 High,0,43608.2,0.5916666666666667
758,23,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2500.0,4,4-6 yrs,Q1 (lowest),1 Low,0,16500.0,0.55
760,39,Human Resources,Human Resources,2,Travel_Rarely,false,Married,Female,6389.0,8,7-10 yrs,Q3,2 Medium,0,45361.9,0.5916666666666667
762,56,Engineering,Solutions Consultant,4,Travel_Rarely,false,Married,Male,11103.0,10,7-10 yrs,Q4 (highest),4 Very High,0,106588.8,0.8
763,40,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Female,2342.0,4,4-6 yrs,Q1 (lowest),4 Very High,0,15457.2,0.55
764,27,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Female,6811.0,7,7-10 yrs,Q3,1 Low,0,48358.100000000006,0.5916666666666668
766,29,Sales,Sales Representative,1,Travel_Rarely,false,Divorced,Male,2297.0,2,2-3 yrs,Q1 (lowest),2 Medium,0,15160.2,0.55
769,53,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Single,Male,2450.0,2,2-3 yrs,Q1 (lowest),4 Very High,0,17395.0,0.5916666666666667
771,35,Engineering,Solutions Consultant,2,Non-Travel,false,Divorced,Female,5093.0,1,0-1 yr,Q3,1 Low,0,36160.3,0.5916666666666667
772,32,Engineering,QA / Support Engineer,2,Travel_Frequently,false,Married,Male,5309.0,10,7-10 yrs,Q3,4 Very High,0,37693.9,0.5916666666666667
773,38,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,3057.0,1,0-1 yr,Q2,3 High,0,20176.2,0.55
775,34,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Divorced,Female,5121.0,0,0-1 yr,Q3,1 Low,0,36359.100000000006,0.5916666666666668
776,52,Sales,Manager,4,Travel_Rarely,false,Married,Male,16856.0,34,10+ yrs,Q4 (highest),1 Low,0,161817.6,0.8
780,33,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Male,2686.0,10,7-10 yrs,Q1 (lowest),4 Very High,1,17727.6,0.5499999999999999
781,25,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,6180.0,6,4-6 yrs,Q3,4 Very High,0,43878.0,0.5916666666666667
783,45,Sales,Sales Representative,2,Travel_Rarely,false,Single,Male,6632.0,8,7-10 yrs,Q3,3 High,0,47087.2,0.5916666666666667
784,23,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,3505.0,2,2-3 yrs,Q2,3 High,0,23133.0,0.55
785,47,Sales,Sales Executive,2,Travel_Frequently,true,Single,Female,6397.0,5,4-6 yrs,Q3,3 High,1,45418.7,0.5916666666666667
786,34,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,6274.0,6,4-6 yrs,Q3,4 Very High,0,44545.4,0.5916666666666667
787,55,Engineering,Manager,5,Travel_Rarely,true,Married,Male,19859.0,5,4-6 yrs,Q4 (highest),1 Low,1,210505.40000000002,0.8833333333333334
789,36,Sales,Sales Executive,3,Non-Travel,false,Single,Male,7587.0,10,7-10 yrs,Q3,1 Low,0,61454.7,0.6749999999999999
791,52,Engineering,Software Engineer,1,Non-Travel,false,Married,Male,4258.0,4,4-6 yrs,Q2,4 Very High,0,28102.800000000003,0.55
792,26,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Divorced,Female,4364.0,2,2-3 yrs,Q2,4 Very High,0,28802.4,0.55
793,29,Engineering,Solutions Consultant,2,Travel_Rarely,false,Married,Female,4335.0,8,7-10 yrs,Q2,3 High,0,30778.5,0.5916666666666667
796,26,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,5326.0,4,4-6 yrs,Q3,1 Low,1,37814.600000000006,0.5916666666666668
797,34,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,3280.0,4,4-6 yrs,Q2,4 Very High,0,21648.0,0.55
799,54,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Divorced,Female,5485.0,5,4-6 yrs,Q3,1 Low,0,38943.5,0.5916666666666667
800,27,Sales,Sales Executive,2,Travel_Frequently,false,Married,Male,4342.0,4,4-6 yrs,Q2,4 Very High,0,30828.2,0.5916666666666667
802,37,Engineering,Software Engineer,1,Travel_Rarely,true,Divorced,Female,2782.0,5,4-6 yrs,Q1 (lowest),1 Low,0,18361.2,0.55
803,38,Engineering,Platform / DevOps Lead,2,Travel_Frequently,true,Single,Female,5980.0,15,10+ yrs,Q3,1 Low,0,42458.0,0.5916666666666667
804,34,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,4381.0,6,4-6 yrs,Q2,1 Low,0,28914.600000000002,0.55
805,35,Sales,Sales Representative,1,Travel_Rarely,false,Married,Female,2572.0,3,2-3 yrs,Q1 (lowest),4 Very High,0,16975.2,0.55
806,30,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,3833.0,2,2-3 yrs,Q2,3 High,0,25297.800000000003,0.55
807,40,Engineering,Solutions Consultant,2,Travel_Frequently,false,Married,Female,4244.0,8,7-10 yrs,Q2,2 Medium,0,30132.4,0.5916666666666667
808,34,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,6500.0,3,2-3 yrs,Q3,1 Low,0,46150.0,0.5916666666666667
809,42,Engineering,Manager,5,Travel_Frequently,false,Divorced,Male,18430.0,24,10+ yrs,Q4 (highest),4 Very High,0,195358.0,0.8833333333333333
811,23,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Male,1601.0,0,0-1 yr,Q1 (lowest),1 Low,1,10566.6,0.55
812,24,Engineering,QA / Support Engineer,1,Non-Travel,false,Divorced,Male,2694.0,1,0-1 yr,Q1 (lowest),2 Medium,0,17780.4,0.55
813,52,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Married,Female,3149.0,5,4-6 yrs,Q2,3 High,0,22357.9,0.5916666666666667
815,50,Engineering,Engineering Director,4,Travel_Rarely,false,Married,Male,17639.0,4,4-6 yrs,Q4 (highest),3 High,0,169334.40000000002,0.8000000000000002
816,29,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Female,2319.0,1,0-1 yr,Q1 (lowest),1 Low,1,15305.400000000001,0.55
817,33,Engineering,Engineering Director,3,Travel_Rarely,false,Married,Male,11691.0,13,10+ yrs,Q4 (highest),3 High,0,94697.1,0.675
819,33,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,5324.0,3,2-3 yrs,Q3,1 Low,1,37800.4,0.5916666666666667
820,47,Engineering,Manager,4,Travel_Rarely,true,Married,Female,16752.0,26,10+ yrs,Q4 (highest),4 Very High,0,160819.2,0.8
823,36,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Female,5228.0,9,7-10 yrs,Q3,2 Medium,0,37118.8,0.5916666666666667
824,29,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2700.0,10,7-10 yrs,Q1 (lowest),3 High,0,17820.0,0.55
825,58,Engineering,Engineering Director,5,Travel_Rarely,true,Single,Male,19246.0,31,10+ yrs,Q4 (highest),2 Medium,1,204007.6,0.8833333333333333
826,35,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,2506.0,2,2-3 yrs,Q1 (lowest),3 High,0,16539.6,0.5499999999999999
827,42,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Married,Female,6062.0,4,4-6 yrs,Q3,4 Very High,0,43040.2,0.5916666666666667
828,28,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,4382.0,2,2-3 yrs,Q2,3 High,1,28921.2,0.55
829,36,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Male,2143.0,5,4-6 yrs,Q1 (lowest),2 Medium,0,14143.800000000001,0.55
830,32,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Female,6162.0,14,10+ yrs,Q3,3 High,0,43750.2,0.5916666666666667
832,40,Engineering,QA / Support Engineer,2,Travel_Frequently,false,Single,Male,5094.0,1,0-1 yr,Q3,3 High,0,36167.4,0.5916666666666667
833,30,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Single,Female,6877.0,0,0-1 yr,Q3,4 Very High,0,48826.7,0.5916666666666667
834,45,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,2274.0,1,0-1 yr,Q1 (lowest),3 High,0,15008.400000000001,0.55
836,42,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,4434.0,9,7-10 yrs,Q2,2 Medium,0,31481.4,0.5916666666666667
837,38,Engineering,Solutions Consultant,2,Travel_Frequently,false,Divorced,Male,6288.0,4,4-6 yrs,Q3,1 Low,0,44644.8,0.5916666666666667
838,34,Engineering,Software Engineer,1,Travel_Frequently,false,Single,Female,2553.0,5,4-6 yrs,Q1 (lowest),4 Very High,0,16849.800000000003,0.55
840,49,Sales,Sales Executive,3,Travel_Rarely,false,Married,Female,7654.0,9,7-10 yrs,Q3,4 Very High,1,61997.4,0.675
842,55,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,5160.0,9,7-10 yrs,Q3,4 Very High,1,36636.0,0.5916666666666667
843,43,Engineering,Engineering Director,4,Travel_Rarely,false,Married,Male,17159.0,4,4-6 yrs,Q4 (highest),1 Low,0,164726.40000000002,0.8000000000000002
844,27,Engineering,Engineering Director,3,Travel_Rarely,true,Divorced,Male,12808.0,9,7-10 yrs,Q4 (highest),4 Very High,0,103744.8,0.675
845,35,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Single,Male,10221.0,8,7-10 yrs,Q4 (highest),3 High,0,82790.1,0.675
846,28,Sales,Sales Executive,2,Travel_Rarely,true,Married,Female,4779.0,8,7-10 yrs,Q2,2 Medium,0,33930.9,0.5916666666666667
847,34,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Male,3737.0,3,2-3 yrs,Q2,4 Very High,0,24664.2,0.55
848,26,Engineering,Software Engineer,1,Travel_Frequently,true,Married,Female,2366.0,8,7-10 yrs,Q1 (lowest),3 High,1,15615.6,0.55
850,27,Engineering,Software Engineer,1,Non-Travel,false,Married,Male,1706.0,0,0-1 yr,Q1 (lowest),4 Very High,0,11259.6,0.55
851,51,Sales,Manager,4,Travel_Rarely,false,Married,Female,16307.0,20,10+ yrs,Q4 (highest),3 High,0,156547.2,0.8
852,44,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Male,5933.0,5,4-6 yrs,Q3,2 Medium,0,42124.3,0.5916666666666667
854,25,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,3424.0,4,4-6 yrs,Q2,1 Low,0,22598.4,0.55
855,33,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,4037.0,9,7-10 yrs,Q2,1 Low,0,28662.7,0.5916666666666667
856,35,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,2559.0,6,4-6 yrs,Q1 (lowest),1 Low,0,16889.4,0.55
857,36,Sales,Sales Executive,2,Travel_Rarely,true,Married,Male,6201.0,18,10+ yrs,Q3,4 Very High,0,44027.100000000006,0.5916666666666668
859,32,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,4403.0,5,4-6 yrs,Q2,4 Very High,0,31261.300000000003,0.5916666666666667
861,30,Engineering,Software Engineer,1,Travel_Frequently,false,Divorced,Male,3761.0,5,4-6 yrs,Q2,4 Very High,0,24822.6,0.5499999999999999
862,53,Sales,Sales Executive,3,Travel_Rarely,true,Married,Female,10934.0,5,4-6 yrs,Q4 (highest),4 Very High,0,88565.4,0.6749999999999999
864,45,Sales,Sales Executive,3,Travel_Rarely,true,Divorced,Male,10761.0,5,4-6 yrs,Q4 (highest),1 Low,0,87164.1,0.675
865,32,Engineering,Software Engineer,2,Travel_Rarely,false,Married,Female,5175.0,5,4-6 yrs,Q3,3 High,0,36742.5,0.5916666666666667
867,52,Engineering,Platform / DevOps Lead,4,Travel_Frequently,false,Married,Female,13826.0,9,7-10 yrs,Q4 (highest),4 Very High,0,132729.6,0.8
868,37,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,6334.0,1,0-1 yr,Q3,3 High,0,44971.4,0.5916666666666667
869,28,Human Resources,Human Resources,1,Travel_Rarely,false,Divorced,Male,4936.0,5,4-6 yrs,Q3,4 Very High,0,32577.600000000002,0.55
872,22,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,4775.0,2,2-3 yrs,Q2,4 Very High,0,33902.5,0.5916666666666667
874,44,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Male,2818.0,3,2-3 yrs,Q1 (lowest),4 Very High,0,18598.800000000003,0.55
875,42,Engineering,Software Engineer,1,Travel_Frequently,true,Single,Male,2515.0,2,2-3 yrs,Q1 (lowest),4 Very High,0,16599.0,0.55
878,36,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Male,2342.0,5,4-6 yrs,Q1 (lowest),1 Low,0,15457.2,0.55
879,25,Sales,Sales Executive,2,Travel_Rarely,true,Married,Male,4194.0,5,4-6 yrs,Q2,1 Low,0,29777.4,0.5916666666666667
880,35,Engineering,Platform / DevOps Lead,3,Travel_Rarely,true,Married,Female,10685.0,17,10+ yrs,Q4 (highest),3 High,0,86548.5,0.675
881,35,Engineering,Software Engineer,1,Travel_Frequently,true,Divorced,Female,2022.0,10,7-10 yrs,Q1 (lowest),2 Medium,1,13345.2,0.55
882,32,Engineering,QA / Support Engineer,1,Non-Travel,false,Divorced,Male,2314.0,3,2-3 yrs,Q1 (lowest),4 Very High,0,15272.400000000001,0.55
885,25,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,4256.0,5,4-6 yrs,Q2,1 Low,0,30217.600000000002,0.5916666666666667
887,49,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,3580.0,4,4-6 yrs,Q2,1 Low,0,23628.0,0.55
888,24,Engineering,QA / Support Engineer,1,Non-Travel,false,Married,Male,3162.0,5,4-6 yrs,Q2,4 Very High,0,20869.2,0.55
889,32,Sales,Sales Executive,2,Travel_Frequently,false,Married,Male,6524.0,10,7-10 yrs,Q3,2 Medium,0,46320.4,0.5916666666666667
893,38,Sales,Sales Representative,1,Travel_Rarely,false,Married,Male,2899.0,2,2-3 yrs,Q1 (lowest),2 Medium,0,19133.4,0.55
894,42,Engineering,QA / Support Engineer,2,Travel_Rarely,true,Married,Female,5231.0,5,4-6 yrs,Q3,4 Very High,0,37140.100000000006,0.5916666666666668
895,31,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,2356.0,6,4-6 yrs,Q1 (lowest),4 Very High,0,15549.6,0.55
896,29,Sales,Sales Representative,1,Travel_Rarely,true,Divorced,Female,2800.0,3,2-3 yrs,Q1 (lowest),3 High,1,18480.0,0.55
897,53,Sales,Sales Executive,4,Travel_Rarely,false,Married,Male,11836.0,2,2-3 yrs,Q4 (highest),4 Very High,0,113625.6,0.8
899,35,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Married,Male,10903.0,13,10+ yrs,Q4 (highest),2 Medium,0,88314.3,0.675
900,37,Sales,Sales Representative,1,Travel_Frequently,false,Married,Female,2973.0,5,4-6 yrs,Q2,4 Very High,0,19621.800000000003,0.55
901,53,Engineering,Engineering Director,4,Travel_Rarely,false,Single,Female,14275.0,12,10+ yrs,Q4 (highest),4 Very High,0,137040.0,0.8
902,43,Engineering,Solutions Consultant,2,Travel_Frequently,false,Married,Female,5562.0,5,4-6 yrs,Q3,4 Very High,0,39490.2,0.5916666666666667
903,47,Sales,Sales Executive,2,Travel_Rarely,true,Married,Female,4537.0,7,7-10 yrs,Q2,4 Very High,0,32212.7,0.5916666666666667
904,37,Sales,Sales Executive,3,Non-Travel,true,Single,Male,7642.0,10,7-10 yrs,Q3,2 Medium,0,61900.2,0.6749999999999999
905,50,Engineering,Manager,4,Non-Travel,false,Divorced,Male,17924.0,31,10+ yrs,Q4 (highest),1 Low,0,172070.40000000002,0.8000000000000002
909,39,Human Resources,Human Resources,2,Travel_Rarely,false,Married,Female,5204.0,5,4-6 yrs,Q3,4 Very High,0,36948.4,0.5916666666666667
910,33,Human Resources,Human Resources,1,Travel_Rarely,true,Divorced,Male,2277.0,4,4-6 yrs,Q1 (lowest),2 Medium,0,15028.2,0.55
911,32,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Single,Male,2795.0,1,0-1 yr,Q1 (lowest),4 Very High,1,18447.0,0.55
912,29,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Female,2532.0,4,4-6 yrs,Q1 (lowest),4 Very High,0,16711.2,0.55
913,44,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,2559.0,8,7-10 yrs,Q1 (lowest),1 Low,0,16889.4,0.55
916,28,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,4908.0,4,4-6 yrs,Q2,4 Very High,0,34846.8,0.5916666666666667
918,58,Engineering,QA / Support Engineer,1,Travel_Frequently,true,Divorced,Male,2380.0,1,0-1 yr,Q1 (lowest),4 Very High,1,15708.0,0.55
920,43,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Divorced,Female,4765.0,1,0-1 yr,Q2,2 Medium,0,33831.5,0.5916666666666667
922,20,Sales,Sales Representative,1,Travel_Rarely,false,Single,Female,2044.0,2,2-3 yrs,Q1 (lowest),3 High,1,13490.400000000001,0.55
923,21,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,2693.0,1,0-1 yr,Q1 (lowest),4 Very High,1,17773.800000000003,0.55
924,36,Engineering,Solutions Consultant,2,Travel_Rarely,true,Married,Male,6586.0,16,10+ yrs,Q3,4 Very High,0,46760.600000000006,0.5916666666666668
925,47,Sales,Sales Representative,1,Travel_Rarely,true,Single,Female,3294.0,3,2-3 yrs,Q2,4 Very High,0,21740.4,0.55
926,22,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Married,Female,4171.0,3,2-3 yrs,Q2,3 High,1,29614.100000000002,0.5916666666666667
927,41,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Divorced,Female,2778.0,7,7-10 yrs,Q1 (lowest),4 Very High,1,18334.800000000003,0.55
930,28,Engineering,Software Engineer,1,Travel_Rarely,false,Divorced,Female,2377.0,2,2-3 yrs,Q1 (lowest),3 High,0,15688.2,0.55
932,39,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Male,2404.0,2,2-3 yrs,Q1 (lowest),1 Low,1,15866.400000000001,0.55
933,27,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,2318.0,1,0-1 yr,Q1 (lowest),3 High,0,15298.800000000001,0.55
934,34,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Male,2008.0,1,0-1 yr,Q1 (lowest),2 Medium,0,13252.8,0.5499999999999999
936,42,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,6244.0,5,4-6 yrs,Q3,3 High,0,44332.4,0.5916666666666667
939,33,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Male,2799.0,3,2-3 yrs,Q1 (lowest),1 Low,0,18473.4,0.55
940,58,Engineering,Solutions Consultant,3,Travel_Rarely,true,Divorced,Female,10552.0,6,4-6 yrs,Q4 (highest),2 Medium,0,85471.20000000001,0.675
941,31,Sales,Sales Representative,1,Travel_Rarely,false,Married,Male,2329.0,7,7-10 yrs,Q1 (lowest),3 High,0,15371.400000000001,0.55
942,35,Engineering,Solutions Consultant,2,Travel_Rarely,true,Married,Female,4014.0,10,7-10 yrs,Q2,4 Very High,0,28499.4,0.5916666666666667
944,49,Engineering,QA / Support Engineer,3,Travel_Rarely,false,Married,Female,7403.0,26,10+ yrs,Q3,2 Medium,0,59964.3,0.675
945,48,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2259.0,0,0-1 yr,Q1 (lowest),3 High,0,14909.400000000001,0.55
947,31,Sales,Sales Executive,2,Non-Travel,false,Married,Female,6932.0,9,7-10 yrs,Q3,3 High,0,49217.2,0.5916666666666667
949,36,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,4678.0,6,4-6 yrs,Q2,4 Very High,0,30874.800000000003,0.55
950,38,Engineering,Engineering Director,3,Travel_Rarely,false,Married,Female,13582.0,15,10+ yrs,Q4 (highest),1 Low,0,110014.20000000001,0.675
951,32,Engineering,QA / Support Engineer,1,Non-Travel,false,Married,Female,2332.0,3,2-3 yrs,Q1 (lowest),2 Medium,0,15391.2,0.55
952,25,Sales,Sales Representative,1,Travel_Rarely,true,Married,Male,2413.0,1,0-1 yr,Q1 (lowest),2 Medium,1,15925.800000000001,0.55
954,40,Sales,Sales Executive,3,Travel_Rarely,false,Divorced,Male,9705.0,1,0-1 yr,Q4 (highest),2 Medium,0,78610.5,0.675
956,26,Sales,Sales Executive,2,Travel_Frequently,false,Single,Male,4294.0,7,7-10 yrs,Q2,1 Low,0,30487.4,0.5916666666666667
957,41,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Single,Male,4721.0,18,10+ yrs,Q2,1 Low,0,31158.600000000002,0.55
958,36,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,2519.0,11,10+ yrs,Q1 (lowest),3 High,0,16625.4,0.55
959,19,Sales,Sales Representative,1,Travel_Rarely,true,Single,Male,2121.0,1,0-1 yr,Q1 (lowest),2 Medium,1,13998.6,0.55
960,20,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,2973.0,1,0-1 yr,Q2,1 Low,1,19621.800000000003,0.55
961,31,Engineering,Solutions Consultant,2,Travel_Rarely,true,Married,Female,5855.0,9,7-10 yrs,Q3,4 Very High,0,41570.5,0.5916666666666667
964,40,Engineering,Software Engineer,1,Travel_Frequently,true,Divorced,Male,3617.0,1,0-1 yr,Q2,2 Medium,0,23872.2,0.55
966,32,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Female,6725.0,8,7-10 yrs,Q3,1 Low,0,47747.5,0.5916666666666667
967,36,Sales,Sales Executive,3,Travel_Rarely,true,Married,Male,10325.0,16,10+ yrs,Q4 (highest),4 Very High,1,83632.5,0.675
969,33,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Female,6949.0,5,4-6 yrs,Q3,4 Very High,0,49337.9,0.5916666666666667
970,37,Sales,Sales Executive,3,Travel_Rarely,false,Married,Male,10609.0,14,10+ yrs,Q4 (highest),3 High,1,85932.9,0.6749999999999999
972,45,Engineering,QA / Support Engineer,2,Non-Travel,false,Married,Male,4447.0,9,7-10 yrs,Q2,2 Medium,0,31573.7,0.5916666666666667
974,29,Sales,Sales Representative,1,Travel_Frequently,false,Married,Female,2157.0,3,2-3 yrs,Q1 (lowest),4 Very High,0,14236.2,0.55
975,35,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,4601.0,5,4-6 yrs,Q2,3 High,0,32667.100000000002,0.5916666666666667
976,52,Engineering,Manager,4,Travel_Rarely,false,Married,Male,17099.0,9,7-10 yrs,Q4 (highest),4 Very High,0,164150.40000000002,0.8000000000000002
